Brand,Model,Body,Mileage,EngineV,Engine Type,Registration,Year,Price
Mitsubishi,Lancer X,sedan,48,1.5,Petrol,yes,2008,9200
Toyota,Land Cruiser Prado,other,108,4,Petrol,yes,2008,25999
BMW,328,sedan,241,2.8,Gas,yes,1995,6300
Mercedes-Benz,S 350,sedan,25,3,Diesel,yes,2015,116500
BMW,320,sedan,216,2,Diesel,yes,2008,15500
Toyota,Land Cruiser Prado,crossover,168,4,Gas,yes,2004,17500
Volkswagen,Jetta,sedan,182,1.6,Petrol,yes,2006,9999
Toyota,Camry,sedan,15,2.5,Petrol,yes,2015,NA
BMW,X5 M,crossover,163,5,Petrol,yes,2011,34600
Renault,25,hatch,160,2,Petrol,yes,1987,1185.6
Mercedes-Benz,S 500,sedan,222,5.5,Petrol,yes,2006,20500
Renault,Trafic,van,138,2,Diesel,yes,2012,10900
Volkswagen,Golf V,hatch,230,1.6,Petrol,yes,2004,7800
Audi,A6,vagon,232,2.5,Diesel,no,2003,3900
Toyota,Rav 4,crossover,120,2,Petrol,yes,2008,15500
Audi,Q7,crossover,126,3,Diesel,yes,2013,48000
Mercedes-Benz,Vito,van,193,2.2,Other,yes,2011,12800
Toyota,Land Cruiser 100,crossover,288,4.7,Gas,yes,2000,14900
Mercedes-Benz,A 170,hatch,230,1.7,Other,no,2001,1990
Mitsubishi,Lancer X,sedan,148,2,Gas,yes,2008,9800
BMW,324,sedan,460,2.4,Diesel,yes,1988,2200
Mercedes-Benz,E-Class,sedan,290,2.7,Diesel,yes,1999,8700
Renault,Kangoo,van,196,1.9,Diesel,yes,2001,3450
Mercedes-Benz,Sprinter 313,van,236,2.2,Diesel,yes,2012,22000
Mercedes-Benz,E-Class,other,315,2,Petrol,yes,1996,6500
Mitsubishi,Outlander XL,crossover,111,3,Gas,yes,2008,12999
Volkswagen,Jetta,sedan,2,1.6,Diesel,yes,2016,21500
BMW,528,vagon,254,2.8,Gas,no,1997,2750
Mitsubishi,Pajero Wagon,crossover,125,3,Gas,yes,2008,23000
Volkswagen,T5 (Transporter) ,van,165,2,Diesel,yes,2013,NA
BMW,730,sedan,368,3,Diesel,yes,2000,8200
BMW,X6,crossover,90,3,Petrol,yes,2008,32900
Mercedes-Benz,C-Class,sedan,115,NA,Petrol,yes,2007,13600
Toyota,Camry,sedan,73,3.5,Petrol,yes,2010,22000
Mitsubishi,Galant,other,290,2,Petrol,yes,1990,2800
Mercedes-Benz,Vito,van,130,2.2,Diesel,yes,2012,12999
Toyota,Camry,sedan,22,2.5,Petrol,yes,2015,32000
Toyota,Land Cruiser 200,crossover,0,4.5,Petrol,yes,2016,99999
Renault,Master,van,310,2.5,Diesel,yes,2005,6950
Renault,Megane,hatch,148,1.5,Diesel,yes,2012,10500
BMW,528,vagon,320,2.8,Gas,yes,1997,6899
Mercedes-Benz,S 420,sedan,450,4.2,Gas,yes,1997,6200
Toyota,Land Cruiser 200,other,60,4.5,Diesel,yes,2013,65000
Mercedes-Benz,Sprinter 313,other,272,2.2,Diesel,yes,2005,13900
Renault,Scenic,van,217,2,Gas,yes,2003,5800
BMW,528,other,160,3,Petrol,yes,2011,28700
BMW,X5,crossover,260,4.4,Petrol,yes,2003,16700
Volkswagen,Phaeton,sedan,217,3,Diesel,yes,2006,18500
Renault,Kangoo,other,227,1.4,Gas,yes,2005,3999
Renault,Trafic,van,200,1.9,Diesel,yes,2005,8800
Mercedes-Benz,Sprinter 313,van,205,2.2,Diesel,yes,2012,14500
BMW,320,sedan,240,2,Diesel,yes,2001,8900
Volkswagen,T2 (Transporter),other,10,1.6,Diesel,yes,1984,1300
BMW,X5,crossover,36,3,Diesel,yes,2013,NA
Renault,Kangoo,van,160,1.5,Diesel,yes,2014,8550
Mercedes-Benz,S 140,sedan,160,3,Diesel,yes,1996,10900
BMW,X3,crossover,0,2,Diesel,yes,2016,48535.5
BMW,X5,crossover,130,3,Diesel,yes,2012,25000
BMW,X6,crossover,1,3,Diesel,yes,2016,NA
Mitsubishi,Lancer,sedan,99,1.6,Petrol,yes,2005,7000
BMW,520,sedan,402,2,Petrol,yes,1988,5500
Mercedes-Benz,CLK 230,other,220,2.3,Petrol,no,2000,2800
Mercedes-Benz,GLS 350,crossover,3,3,Diesel,yes,2016,86000
Volkswagen,Caddy,van,152,1.6,Diesel,yes,2012,9555
Renault,Kangoo,van,1,1.5,Diesel,yes,2012,7200
Mercedes-Benz,Vito,van,300,2.2,Other,yes,2004,7700
BMW,X5,crossover,20,3,Diesel,yes,2014,75000
Volkswagen,Golf V,hatch,150,1.4,Petrol,yes,2008,8650
Toyota,Avensis,sedan,109,1.8,Petrol,yes,2007,10700
Volkswagen,T4 (Transporter),van,1,2.5,Diesel,yes,2000,6300
Toyota,Camry,sedan,102,3.5,Gas,yes,2008,13900
Audi,A6,vagon,310,2.5,Diesel,no,1999,3150
Volkswagen,T4 (Transporter),other,360,2.5,Diesel,yes,2001,7500
Volkswagen,Bora,sedan,150,1.6,Petrol,yes,2001,6550
BMW,520,sedan,313,2,Gas,yes,1997,7100
Volkswagen,Passat B3,sedan,370,2,Gas,yes,1992,3700
Toyota,Camry,sedan,77,2.5,Gas,yes,2012,20999
Renault,Scenic,vagon,1,1.5,Diesel,yes,2004,6750
Mercedes-Benz,S 140,other,457,5,Gas,yes,1996,8400
Toyota,Land Cruiser 200,crossover,0,4.5,Diesel,yes,2016,103999
Mercedes-Benz,E-Class,sedan,432,3,Diesel,yes,1992,5200
BMW,730,sedan,97,3,Diesel,yes,2011,51000
Toyota,Venza,crossover,52,3.5,Gas,yes,2012,27400
Toyota,Rav 4,crossover,201,2,Petrol,yes,2006,12500
Mercedes-Benz,E-Class,vagon,118,3,Diesel,yes,2010,24800
Volkswagen,Passat B6,sedan,118,1.8,Petrol,yes,2008,10600
Mitsubishi,Eclipse,other,150,3,Petrol,yes,2000,8900
Renault,Kangoo,van,101,1.5,Diesel,yes,2012,7200
BMW,540,sedan,274,4.4,Gas,yes,1998,10000
Toyota,Rav 4,crossover,126,2.4,Gas,yes,2008,11700
BMW,640,sedan,15,3,Petrol,yes,2012,64999
Toyota,Highlander,crossover,83,3.5,Gas,yes,2012,28900
BMW,X5,crossover,1,2,Diesel,yes,2016,60500
Renault,Megane,sedan,153,1.6,Other,yes,2006,5500
BMW,X6,crossover,19,3,Diesel,yes,2015,85900
BMW,M5,vagon,56,5,Petrol,yes,2007,49000
Audi,Q7,crossover,125,4.2,Petrol,yes,2008,22999
Mercedes-Benz,E-Class,sedan,197,2.2,Diesel,yes,2010,22900
BMW,6 Series Gran Coupe,sedan,10,3,Other,yes,2015,85555
Mercedes-Benz,ML 250,crossover,97,2.14,Diesel,yes,2011,30000
BMW,316,sedan,250,1.6,Petrol,yes,1996,2600
Volkswagen,Touareg,crossover,230,3.2,Gas,yes,2003,12500
BMW,528,sedan,4,2.8,Gas,yes,1995,6800
Mercedes-Benz,Vito,other,280,NA,Diesel,yes,2001,8700
Audi,100,sedan,315,2.3,Gas,yes,1991,4000
Audi,Q7,crossover,159,3,Diesel,yes,2010,36500
Volkswagen,T5 (Transporter),van,231,1.9,Diesel,yes,2005,10000
Volkswagen,Golf VI,hatch,160,2,Diesel,no,2006,4700
BMW,X5,crossover,140,3,Diesel,yes,2009,27900
Renault,Kangoo,other,148,1.5,Diesel,yes,2012,7440
Mercedes-Benz,Sprinter 316,van,260,2.2,Diesel,yes,2013,17999
Volkswagen,T5 (Transporter),van,235,1.9,Diesel,yes,2004,7750
Mercedes-Benz,Vito,van,285,2.2,Diesel,yes,2001,7200
Volkswagen,Golf III,hatch,121,1.9,Diesel,yes,1993,3700
Volkswagen,Passat B6,vagon,187,2,Diesel,yes,2008,12000
Audi,Q7,crossover,75,3,Diesel,yes,2013,48000
BMW,750,sedan,58,4.4,Other,yes,2011,49000
Mercedes-Benz,GL 350,crossover,84,3,Diesel,yes,2014,69500
BMW,X5,crossover,227,3,Diesel,yes,2006,19999
Volkswagen,Passat B7,sedan,30,2,Diesel,yes,2014,30900
Mercedes-Benz,SL 55 AMG,other,39,5.5,Petrol,yes,2009,44000
Mercedes-Benz,E-Class,sedan,174,2.6,Gas,yes,2001,10200
Mercedes-Benz,ML 400,crossover,160,4,Diesel,yes,2008,22000
Mercedes-Benz,S 500,sedan,115,5.5,Petrol,yes,2011,46700
Mercedes-Benz,E-Class,sedan,322,2.7,Diesel,yes,2000,9999
Volkswagen,T4 (Transporter),other,145,2.4,Diesel,yes,1993,4400
Mercedes-Benz,C-Class,sedan,1,1.6,Petrol,yes,2015,45000
Toyota,Land Cruiser 200,other,33,4.5,Diesel,yes,2013,63333
Volkswagen,T5 (Transporter),van,237,2.5,Diesel,yes,2005,12999
Mercedes-Benz,Vito,other,115,2.2,Diesel,yes,2011,15000
BMW,M5,sedan,114,NA,Petrol,yes,2005,24500
Volkswagen,Golf II,hatch,94,1.1,Petrol,yes,1982,1950
BMW,X5,crossover,80,3,Diesel,yes,2013,58500
Renault,Scenic,van,205,1.6,Petrol,yes,2007,6250
Volkswagen,Jetta,sedan,160,1.6,Petrol,yes,2006,8900
Mercedes-Benz,C-Class,other,0,1.6,Petrol,yes,2016,65000
Volkswagen,Golf VI,sedan,185,1.4,Petrol,yes,2011,15200
Mercedes-Benz,S 350,sedan,22,3,Diesel,yes,2014,121500
Audi,A6,sedan,108,2,Diesel,yes,2013,30999
BMW,650,other,138,4.8,Petrol,yes,2007,22000
Mercedes-Benz,Vito,other,185,NA,Diesel,yes,2005,10999
Mitsubishi,Pajero Wagon,crossover,95,3.2,Diesel,no,2008,10500
BMW,530,sedan,380,3,Gas,yes,1989,3900
Mitsubishi,Lancer X,sedan,55,2,Other,yes,2008,9900
Mercedes-Benz,E-Class,sedan,210,2,Petrol,yes,1995,3799
BMW,520,sedan,305,2,Petrol,yes,1995,5000
Audi,A6,other,370,1.8,Petrol,yes,1997,5300
Renault,Kangoo,vagon,100,1.5,Diesel,yes,2009,6450
Toyota,Venza,crossover,120,3.5,Petrol,yes,2013,44700
Toyota,Land Cruiser Prado,crossover,220,3,Diesel,yes,2004,17800
BMW,M5,sedan,158,5,Petrol,yes,2007,26900
Volkswagen,Passat B7,vagon,128,1.4,Gas,yes,2011,14999
Mercedes-Benz,S 140,sedan,340,5,Gas,yes,1997,7650
Volkswagen,Passat B6,vagon,130,1.4,Gas,yes,2010,12750
Volkswagen,Polo,hatch,26,1.2,Petrol,yes,2014,16000
Toyota,Land Cruiser 200,crossover,90,4.5,Diesel,yes,2012,65000
Renault,Megane,hatch,65,1.5,Diesel,yes,2014,11999
BMW,320,sedan,294,2,Diesel,no,1999,3000
Volkswagen,Tiguan,crossover,70,1.4,Petrol,yes,2012,17900
Volkswagen,Jetta,sedan,180,NA,Petrol,yes,2007,8200
Mercedes-Benz,GLS 350,crossover,0,3.5,Diesel,yes,2016,109000
Mercedes-Benz,E-Class,sedan,409,2.6,Petrol,yes,1991,4500
Audi,A4,sedan,113,1.8,Petrol,yes,2009,19300
Volkswagen,T5 (Transporter),van,250,2.5,Diesel,yes,2007,11300
Mitsubishi,Pajero Wagon,crossover,47,3,Petrol,yes,2008,18800
Toyota,Highlander,crossover,83,NA,Petrol,yes,2012,28900
Mercedes-Benz,Vito,other,277,2.2,Diesel,yes,2000,4150
Volkswagen,Touareg,crossover,194,3.2,Gas,yes,2004,14000
Mercedes-Benz,Vito,van,126,2.2,Diesel,yes,2013,13995
Toyota,Land Cruiser 200,crossover,1,4.5,Diesel,yes,2016,NA
Renault,Scenic,other,209,1.5,Diesel,yes,2005,6400
Renault,Symbol,sedan,90,1.4,Gas,yes,2008,4900
Audi,A6,sedan,261,1.8,Gas,yes,2000,6400
Renault,Trafic,van,270,2,Diesel,yes,2007,9400
Toyota,Avalon,sedan,152,3.5,Gas,yes,2007,15400
Volkswagen,Passat B5,sedan,238,2,Gas,no,2002,2900
Renault,Kangoo,vagon,78,1.5,Diesel,yes,2014,9500
Volkswagen,Passat CC,sedan,75,2,Petrol,yes,2013,23000
Toyota,Rav 4,crossover,185,2,Gas,yes,2005,10600
Renault,Trafic,other,179,2.5,Diesel,yes,2011,NA
Audi,A6,sedan,304,2.5,Diesel,no,1998,2550
Volkswagen,Polo,sedan,87,1.6,Petrol,yes,2011,8500
Audi,A6,vagon,243,2.5,Diesel,yes,2003,10500
Mercedes-Benz,C-Class,sedan,99,1.8,Petrol,yes,2008,18000
Mercedes-Benz,E-Class,sedan,280,NA,Gas,yes,1999,6100
Mitsubishi,Galant,hatch,1,1.8,Diesel,yes,1990,1550
BMW,330,sedan,250,3,Diesel,no,2002,3800
BMW,X5 M,crossover,128,4.4,Petrol,yes,2011,42000
Mitsubishi,Lancer X,sedan,110,2,Petrol,yes,2008,8500
Toyota,Camry,sedan,30,2.5,Petrol,yes,2014,24900
Volkswagen,Passat B6,vagon,186,2,Diesel,yes,2005,10200
BMW,530,sedan,135,3,Gas,yes,2004,14200
Volkswagen,Touareg,crossover,151,3,Diesel,yes,2009,22500
Toyota,Land Cruiser Prado,crossover,45,3,Diesel,yes,2014,47500
BMW,520,vagon,360,2,Petrol,yes,1993,4500
BMW,530,sedan,197,3,Petrol,yes,2001,8300
Toyota,Auris,hatch,60,1.6,Petrol,yes,2013,14300
Renault,Duster,crossover,1,1.5,Diesel,yes,2016,18456.16
Renault,Scenic,van,173,1.5,Diesel,yes,2006,6999
Mitsubishi,Lancer,sedan,94,1.6,Petrol,yes,2007,7500
Volkswagen,Passat B3,sedan,350,2,Petrol,yes,1990,2850
Mercedes-Benz,Vito,van,282,2.2,Diesel,yes,2001,5800
Toyota,Corolla,hatch,282,1.4,Petrol,yes,1995,3700
Renault,Megane,vagon,180,1.5,Diesel,yes,2005,6555
Volkswagen,Passat CC,sedan,80,1.8,Petrol,yes,2012,23999
Mitsubishi,Outlander XL,crossover,47,2.4,Petrol,yes,2012,21500
Volkswagen,Passat B5,sedan,300,1.8,Petrol,yes,2001,5700
Mercedes-Benz,Sprinter 324,van,19,3.5,Petrol,yes,2013,200000
Mercedes-Benz,Vito,vagon,200,2.2,Diesel,yes,2006,NA
Mercedes-Benz,Vito,van,116,NA,Other,yes,2013,16800
Volkswagen,Touran,vagon,220,2,Diesel,no,2005,4500
BMW,525,sedan,297,2.5,Petrol,yes,2000,6800
Toyota,Camry,sedan,84,2.5,Petrol,yes,2012,22900
Volkswagen,T4 (Transporter),van,210,2.5,Diesel,yes,2003,8500
Renault,Trafic,van,183,1.9,Diesel,yes,2004,8700
BMW,730,sedan,239,3,Diesel,yes,2001,12200
BMW,X5,crossover,235,3,Diesel,yes,2007,23900
Mitsubishi,Pajero Wagon,vagon,174,3.2,Diesel,yes,2006,16000
Mitsubishi,Lancer,sedan,158,1.6,Petrol,yes,2007,7000
Renault,Laguna,vagon,215,1.5,Diesel,yes,2008,9450
Mercedes-Benz,S 550,sedan,95,6.3,Other,yes,2011,41900
Mitsubishi,Lancer,sedan,148,1.6,Petrol,yes,2008,7400
Renault,Laguna,vagon,245,1.9,Diesel,no,2003,2350
Audi,A6,sedan,289,2.5,Diesel,no,2002,3390
BMW,520,sedan,0,2,Petrol,yes,2016,40755
Volkswagen,Passat B3,vagon,430,1.8,Petrol,yes,1991,3300
Toyota,Lite Ace,van,140,2,Gas,yes,1985,1100
Volkswagen,Touareg,crossover,80,3,Diesel,yes,2014,49500
Renault,Megane,hatch,100,1.5,Diesel,yes,2010,8700
Mercedes-Benz,E-Class,sedan,190,1.8,Gas,yes,2011,20400
BMW,320,sedan,98,2,Petrol,yes,2011,17700
BMW,320,sedan,69,2,Petrol,yes,2008,17900
Mercedes-Benz,E-Class,sedan,269,2.2,Petrol,yes,1994,5500
Mercedes-Benz,E-Class,sedan,221,1.8,Gas,yes,2004,6200
Mercedes-Benz,C-Class,van,257,2.2,Diesel,no,2002,3500
BMW,118,vagon,180,2,Diesel,no,2011,8100
Toyota,Avensis,vagon,254,2,Diesel,no,2000,2499
Audi,100,sedan,10,2.8,Petrol,yes,1991,3150
Audi,A6,sedan,380,2.8,Petrol,yes,1997,4000
Audi,A6,vagon,234,2.5,Diesel,no,2001,4000
BMW,525,vagon,300,2.5,Diesel,no,1997,2050
Mercedes-Benz,A 170,hatch,178,1.7,Diesel,no,1999,2600
Mercedes-Benz,S 550,sedan,222,5.5,Petrol,yes,2005,24500
BMW,525,sedan,116,2.5,Diesel,yes,2004,14600
Mercedes-Benz,Vito,van,180,3,Diesel,yes,2008,16900
Volkswagen,Touareg,crossover,173,2.5,Diesel,yes,2005,14500
Volkswagen,Passat B8,sedan,0,2,Diesel,yes,2016,38365
Mercedes-Benz,B 180,van,162,1.8,Diesel,yes,2012,17800
Renault,Clio,sedan,200,1.4,Petrol,yes,2007,5000
Toyota,4Runner,crossover,97,4,Petrol,yes,2010,42000
BMW,535,sedan,67,3,Petrol,yes,2011,35500
BMW,520,sedan,190,2,Petrol,no,2000,3000
BMW,X6,crossover,69,3,Petrol,no,2013,22600
Volkswagen,Eos,other,142,2,Petrol,yes,2007,12900
Mercedes-Benz,Vito,van,240,2.2,Diesel,yes,2005,7600
Toyota,Sequoia,crossover,47,5.7,Gas,yes,2009,37700
Toyota,Avensis,sedan,168,2,Petrol,yes,2004,8300
BMW,X5,crossover,1,2,Diesel,yes,2016,65500
Audi,A6,sedan,71,2.8,Petrol,yes,2012,34500
Toyota,Camry,sedan,185,3,Gas,yes,2004,7500
Volkswagen,Touran,vagon,123,1.4,Gas,yes,2013,13900
Renault,Kangoo,van,194,1.9,Diesel,yes,2000,4000
Audi,A6,vagon,250,2.5,Diesel,no,2001,2300
Renault,Kangoo,van,140,1.4,Petrol,yes,2009,5650
Volkswagen,T5 (Transporter),other,200,1.9,Diesel,yes,2007,11800
Audi,A5,hatch,1,1.4,Petrol,yes,2016,44000
Audi,Q7,crossover,105,4.2,Gas,yes,2007,23400
BMW,525,sedan,360,2.5,Diesel,no,1996,2666
BMW,X1,crossover,60,2,Petrol,yes,2013,23900
Toyota,Camry,sedan,25,2.5,Petrol,yes,2014,14000
Mercedes-Benz,S 350,sedan,9,3,Diesel,yes,2014,NA
BMW,X5,crossover,1,2,Petrol,yes,2016,69999
Mercedes-Benz,GLC-Class,crossover,0,2.2,Diesel,yes,2016,58999
Audi,Q7,other,71,3.6,Petrol,yes,2007,22500
Toyota,Corolla,sedan,108,1.6,Petrol,yes,2008,10300
Renault,Grand Scenic,van,200,1.5,Diesel,yes,2009,9300
Audi,Q7,other,126,3,Diesel,yes,2010,37800
Toyota,Corolla,sedan,144,1.3,Petrol,yes,2012,10400
Renault,Kangoo,van,160,1.5,Diesel,yes,2012,6700
Renault,Kangoo,van,156,1.5,Diesel,yes,2012,7400
Renault,Grand Scenic,van,157,1.5,Diesel,yes,2012,11200
Toyota,Land Cruiser Prado,crossover,97,4,Petrol,yes,2009,25900
Mercedes-Benz,Vito,van,381,2.2,Diesel,yes,2006,11500
BMW,320,sedan,300,2,Petrol,yes,1986,3950
Renault,Megane,vagon,230,1.5,Diesel,yes,2012,11500
Toyota,Camry,sedan,218,2.2,Petrol,yes,1994,2600
Mercedes-Benz,ML 500,crossover,40,4.6,Petrol,yes,2013,55000
Renault,Scenic,hatch,274,1.5,Diesel,yes,2006,6650
Mercedes-Benz,Vito,van,215,2.2,Diesel,yes,2011,11900
Renault,Kangoo,van,100,1.5,Diesel,yes,2012,8600
Mercedes-Benz,Vito,van,310,2.2,Diesel,yes,2001,6700
Volkswagen,Touareg,crossover,178,3,Diesel,yes,2008,21500
Toyota,Land Cruiser Prado,other,120,2.7,Gas,yes,2006,17777
BMW,520,sedan,170,2,Diesel,yes,2011,29000
Volkswagen,Golf Plus,sedan,125,1.6,Petrol,yes,2005,7300
BMW,X5,crossover,64,2,Diesel,yes,2015,58000
Toyota,Hilux,other,1,2.8,Diesel,yes,2016,43999
Volkswagen,T5 (Transporter) ,van,143,2,Diesel,yes,2012,16450
Toyota,Land Cruiser Prado,crossover,118,2.7,Petrol,yes,2011,26900
Renault,Kangoo,sedan,148,NA,Other,yes,2011,8250
BMW,740,sedan,262,4,Diesel,yes,2003,13900
Mercedes-Benz,E-Class,sedan,250,2.7,Diesel,no,2003,5500
Volkswagen,Caddy,other,223,1.9,Diesel,yes,1997,3350
Volkswagen,Golf V,hatch,98,1.6,Gas,yes,2010,9800
Mercedes-Benz,Vito,hatch,232,3,Diesel,yes,2007,13899
Mercedes-Benz,E-Class,sedan,195,3,Diesel,yes,2007,15200
Toyota,Corolla,sedan,87,1.6,Petrol,yes,2008,8900
Mitsubishi,Outlander XL,crossover,111,2.4,Petrol,yes,2011,17800
Audi,A6,vagon,270,2.5,Diesel,no,2001,2650
Mitsubishi,Lancer X,sedan,102,2,Gas,yes,2008,10200
Toyota,Camry,sedan,150,2.4,Petrol,yes,2007,12500
Audi,A3,hatch,200,1.6,Petrol,no,1999,2500
Toyota,Land Cruiser Prado,crossover,219,2.7,Petrol,yes,2006,16200
BMW,523,sedan,127,2.5,Petrol,yes,2010,28000
Mercedes-Benz,E-Class,sedan,240,2.2,Diesel,no,2004,5000
Toyota,Corolla,sedan,154,1.6,Gas,yes,2008,8900
BMW,X6,crossover,182,3,Petrol,yes,2008,29900
Mercedes-Benz,Vito,other,199,2.2,Diesel,yes,2012,12950
Volkswagen,Sharan,van,152,2,Diesel,yes,2012,19999
Audi,A4,sedan,131,1.8,Petrol,yes,2005,10000
BMW,525,vagon,93,2,Diesel,yes,2012,39500
Volkswagen,Polo,other,123,1.4,Petrol,yes,2008,7900
Volkswagen,T4 (Transporter),van,460,1.9,Diesel,yes,1997,6000
Mercedes-Benz,G 63 AMG,crossover,30,6.3,Petrol,yes,2013,219900
Mercedes-Benz,Vito,van,480,2.2,Diesel,yes,1999,5600
Mercedes-Benz,E-Class,sedan,216,5,Petrol,yes,2007,15900
Mitsubishi,Lancer,sedan,155,1.6,Gas,yes,2007,6700
Renault,Trafic,van,189,2,Diesel,yes,2010,9500
Audi,A8,sedan,374,2.5,Diesel,no,2001,3600
Renault,Trafic,van,220,2,Diesel,yes,2007,9150
Mercedes-Benz,E-Class,other,26,NA,Diesel,yes,2013,41500
Mercedes-Benz,Vito,van,185,2.2,Diesel,yes,2011,12900
Renault,Megane,vagon,175,1.5,Diesel,yes,2011,11500
Toyota,Hilux,other,1,2.8,Diesel,yes,2016,39500
Renault,Symbol,sedan,310,1.4,Petrol,yes,2003,4200
BMW,530,sedan,26,3,Diesel,no,2001,4100
Volkswagen,T5 (Transporter) ,van,248,1.9,Diesel,yes,2007,9200
Audi,A6 Allroad,crossover,250,2.5,Diesel,yes,2005,11400
Volkswagen,Jetta,sedan,3,1.6,Diesel,yes,2016,24000
Renault,11,hatch,1,1.4,Gas,yes,1988,1800
Mercedes-Benz,200,sedan,210,2,Petrol,yes,1995,3799
Mercedes-Benz,S 400,sedan,0,3,Petrol,yes,2016,NA
Mercedes-Benz,GLS 350,crossover,0,3,Diesel,yes,2016,110000
BMW,530,vagon,213,3,Diesel,yes,2007,16999
Audi,A6,sedan,340,2.6,Gas,yes,1997,6700
Toyota,Carina,hatch,50,2,Petrol,yes,1991,2200
Renault,Symbol,sedan,100,1.4,Petrol,yes,2009,NA
Toyota,Carina,sedan,238,1.8,Petrol,yes,1996,4500
BMW,530,sedan,225,3,Diesel,yes,2003,10999
Mitsubishi,Lancer Evolution,sedan,90,2,Petrol,yes,2007,NA
BMW,320,sedan,380,2,Petrol,yes,1991,4000
Volkswagen,Golf IV,vagon,250,1.6,Petrol,yes,2003,5400
Mercedes-Benz,E-Class,sedan,300,2,Gas,no,1998,1700
Audi,100,sedan,320,2.8,Petrol,yes,1992,4000
Mercedes-Benz,G 55 AMG,crossover,127,5.5,Petrol,yes,2008,55000
BMW,X5,crossover,0,2,Diesel,yes,2016,NA
BMW,525,sedan,44,2.5,Diesel,no,1997,2500
Mitsubishi,Pajero Wagon,crossover,149,3,Gas,yes,2008,15999
Mercedes-Benz,C-Class,hatch,125,2.3,Petrol,yes,2001,7800
Volkswagen,Polo,sedan,0,1.6,Petrol,yes,2016,12114.35
Volkswagen,Golf VI,sedan,118,1.6,Diesel,yes,2011,12500
Renault,Grand Scenic,van,160,1.5,Diesel,yes,2010,11500
Volkswagen,LT,other,240,2.5,Diesel,yes,2005,10999
Mercedes-Benz,Sprinter 315,other,234,2.2,Diesel,yes,2008,15300
Mercedes-Benz,E-Class,sedan,300,2.2,Diesel,yes,2003,12300
Volkswagen,T5 (Transporter),other,248,2.5,Diesel,yes,2007,12400
Mercedes-Benz,ML 350,crossover,30,3.5,Diesel,yes,2013,50800
BMW,X6,crossover,1,3,Petrol,yes,2016,77500
Renault,Kangoo,van,119,1.5,Diesel,yes,2012,6800
BMW,520,sedan,282,2,Petrol,yes,1995,6399
Audi,A8,sedan,196,2.8,Petrol,no,1997,3550
BMW,5 Series GT,sedan,115,3,Diesel,yes,2010,31800
Volkswagen,Golf IV,hatch,247,1.4,Petrol,no,1999,1700
BMW,523,sedan,198,NA,Petrol,yes,2005,14300
Mercedes-Benz,E-Class,sedan,171,3.2,Gas,yes,2006,14900
Mercedes-Benz,E-Class,sedan,295,3,Diesel,yes,1994,5100
Renault,Laguna,hatch,125,1.1,Diesel,yes,2012,12800
BMW,520,sedan,284,2,Petrol,yes,1998,5650
Audi,A4,sedan,250,1.8,Other,yes,1996,5200
Renault,Trafic,vagon,190,2,Diesel,yes,2012,10100
Mercedes-Benz,S 600,sedan,29,6,Petrol,yes,2011,295000
Mercedes-Benz,E-Class,sedan,220,3,Diesel,yes,2005,14750
Volkswagen,Passat B4,sedan,230,2,Gas,yes,1996,4500
Audi,Q7,crossover,186,4.2,Petrol,yes,2006,19500
BMW,X5,crossover,250,3,Petrol,no,2003,5400
Mercedes-Benz,E-Class,sedan,255,2.7,Diesel,yes,2003,12900
Mitsubishi,Pajero Wagon,crossover,138,3,Gas,yes,2008,15900
Renault,Megane,other,179,1.5,Diesel,yes,2012,11800
BMW,320,sedan,45,2,Petrol,yes,2013,34500
Renault,Trafic,van,228,2.5,Diesel,yes,2005,6200
Mercedes-Benz,Vito,other,107,2.2,Diesel,yes,2010,16500
Volkswagen,Multivan,van,53,2,Diesel,yes,2013,55555
Toyota,Camry,sedan,12,2.5,Petrol,yes,2014,22500
Audi,A8,sedan,202,3.7,Gas,yes,1998,8700
Mercedes-Benz,Viano,van,30,2.2,Diesel,yes,2014,NA
Audi,A6,sedan,105,2,Diesel,yes,2014,35900
Mercedes-Benz,Vito,van,242,2.2,Diesel,yes,1999,6800
Mitsubishi,Pajero Wagon,crossover,135,3,Gas,yes,2009,18500
BMW,318,sedan,140,2,Petrol,yes,2005,12300
Toyota,Avensis,vagon,89,1.8,Petrol,yes,2012,18800
Mercedes-Benz,ML 400,crossover,284,4,Diesel,yes,2004,11700
Audi,Q7,crossover,183,3.6,Petrol,no,2007,14900
Volkswagen,Polo,sedan,144,1.6,Petrol,yes,2013,8900
BMW,535,sedan,1,3,Petrol,yes,2010,NA
Volkswagen,T5 (Transporter),sedan,223,2.5,Diesel,yes,2007,9000
BMW,528,sedan,300,2.8,Petrol,yes,1999,7250
Mercedes-Benz,G 500,crossover,254,5,Gas,yes,2004,35900
Toyota,Camry,sedan,110,3.5,Petrol,yes,2008,14900
Volkswagen,Touran,van,170,1.6,Diesel,yes,2012,14900
Mercedes-Benz,G 500,crossover,127,5,Petrol,yes,2008,46500
Mercedes-Benz,Vito,other,206,2.2,Diesel,yes,2004,7900
Toyota,Land Cruiser Prado,crossover,102,4,Petrol,yes,2011,35999
Volkswagen,Passat B5,sedan,178,NA,Gas,yes,2004,6800
Volkswagen,Caddy,van,240,1.9,Diesel,yes,2005,7300
BMW,735,sedan,219,3.6,Petrol,yes,2002,12600
BMW,320,sedan,225,2.2,Gas,yes,2002,9000
